srcLat,srcLon,targetLat,targetLon,value,Destination,Source
49.256774,1.185913,53.09629,-2.030955,734,,
49.256774,1.185913,53.09629,-2.030955,734,,
49.256774,1.185913,53.09629,-2.030955,803,,
49.256774,1.185913,53.09629,-2.030955,913,,
49.256774,1.185913,53.09629,-2.030955,"1,017",,
49.256774,1.185913,53.09629,-2.030955,"1,056",,
49.256774,1.185913,53.09629,-2.030955,"1,169",,
49.256774,1.185913,53.09629,-2.030955,"1,270",,
49.256774,1.185913,53.09629,-2.030955,"1,292",,
49.256774,1.185913,53.09629,-2.030955,"1,974",,
49.256774,1.185913,53.09629,-2.030955,"2,443",,
49.256774,1.185913,53.09629,-2.030955,"2,727",,
49.256774,1.185913,53.09629,-2.030955,"2,749",,
49.256774,1.185913,53.09629,-2.030955,"3,867",,
49.256774,1.185913,53.09629,-2.030955,"3,893",,
49.256774,1.185913,53.09629,-2.030955,"4,322",,
49.256774,1.185913,53.09629,-2.030955,"8,637",,
49.256774,1.185913,53.09629,-2.030955,"14,117",,
49.256774,1.185913,53.09629,-2.030955,"18,778",,
49.256774,1.185913,53.09629,-2.030955,"35,339",,
49.256774,1.185913,53.09629,-2.030955,"40,894",,
49.256774,1.185913,53.09629,-2.030955,"82,987",,
56.055854,12.703039,53.09629,-2.030955,"2,910,482",,
49.256774,1.185913,48.14338,-1.777018,12,,
49.256774,1.185913,55.062287,-1.594754,3,,
38.066168,23.512874,54.350378,-1.447104,"17,873",,
-34.068302,18.458813,53.264287,-1.439572,"3,390",,
-34.068302,18.458813,53.264287,-1.439572,"10,503",,
-34.068302,18.458813,53.264287,-1.439572,"14,513",,
-34.068302,18.458813,53.264287,-1.439572,"50,567",,
40.498606,-3.341905,53.264287,-1.439572,"37,684",,
49.256774,1.185913,53.264287,-1.439572,59,,
49.256774,1.185913,53.264287,-1.439572,127,,
49.256774,1.185913,53.264287,-1.439572,587,,
48.705668,3.733797,47.081937,-1.258037,"1,780",,
48.705668,3.733797,47.081937,-1.258037,"4,239",,
48.705668,3.733797,47.081937,-1.258037,"5,042",,
48.705668,3.733797,47.081937,-1.258037,"5,463",,
48.705668,3.733797,47.081937,-1.258037,"7,919",,
48.705668,3.733797,47.081937,-1.258037,"43,226",,
48.705668,3.733797,47.081937,-1.258037,"52,645",,
48.705668,3.733797,47.081937,-1.258037,"56,370",,
48.705668,3.733797,47.081937,-1.258037,"104,110",,
48.705668,3.733797,47.081937,-1.258037,"107,628",,
48.705668,3.733797,47.081937,-1.258037,"120,229",,
48.705668,3.733797,47.081937,-1.258037,"139,850",,
48.705668,3.733797,47.081937,-1.258037,"158,822",,
49.256774,1.185913,47.081937,-1.258037,1,,
49.256774,1.185913,47.081937,-1.258037,5,,
49.256774,1.185913,47.081937,-1.258037,5,,
49.256774,1.185913,47.081937,-1.258037,5,,
49.256774,1.185913,47.081937,-1.258037,6,,
49.256774,1.185913,47.081937,-1.258037,9,,
49.256774,1.185913,47.081937,-1.258037,11,,
49.256774,1.185913,47.081937,-1.258037,12,,
49.256774,1.185913,47.081937,-1.258037,16,,
49.256774,1.185913,47.081937,-1.258037,17,,
49.256774,1.185913,47.081937,-1.258037,18,,
49.256774,1.185913,47.081937,-1.258037,20,,
49.256774,1.185913,47.081937,-1.258037,21,,
49.256774,1.185913,47.081937,-1.258037,23,,
49.256774,1.185913,47.081937,-1.258037,26,,
49.256774,1.185913,47.081937,-1.258037,31,,
49.256774,1.185913,47.081937,-1.258037,38,,
49.256774,1.185913,47.081937,-1.258037,38,,
49.256774,1.185913,47.081937,-1.258037,41,,
49.256774,1.185913,47.081937,-1.258037,47,,
49.256774,1.185913,47.081937,-1.258037,50,,
49.256774,1.185913,47.081937,-1.258037,50,,
49.256774,1.185913,47.081937,-1.258037,50,,
49.256774,1.185913,47.081937,-1.258037,72,,
49.256774,1.185913,47.081937,-1.258037,85,,
49.256774,1.185913,47.081937,-1.258037,96,,
49.256774,1.185913,47.081937,-1.258037,97,,
49.256774,1.185913,47.081937,-1.258037,104,,
49.256774,1.185913,47.081937,-1.258037,117,,
49.256774,1.185913,47.081937,-1.258037,119,,
49.256774,1.185913,47.081937,-1.258037,121,,
49.256774,1.185913,47.081937,-1.258037,130,,
49.256774,1.185913,47.081937,-1.258037,137,,
49.256774,1.185913,47.081937,-1.258037,146,,
49.256774,1.185913,47.081937,-1.258037,147,,
49.256774,1.185913,47.081937,-1.258037,161,,
49.256774,1.185913,47.081937,-1.258037,164,,
49.256774,1.185913,47.081937,-1.258037,182,,
49.256774,1.185913,47.081937,-1.258037,195,,
49.256774,1.185913,47.081937,-1.258037,219,,
49.256774,1.185913,47.081937,-1.258037,222,,
49.256774,1.185913,47.081937,-1.258037,226,,
49.256774,1.185913,47.081937,-1.258037,235,,
49.256774,1.185913,47.081937,-1.258037,238,,
49.256774,1.185913,47.081937,-1.258037,267,,
49.256774,1.185913,47.081937,-1.258037,268,,
49.256774,1.185913,47.081937,-1.258037,275,,
49.256774,1.185913,47.081937,-1.258037,282,,
49.256774,1.185913,47.081937,-1.258037,284,,
49.256774,1.185913,47.081937,-1.258037,286,,
49.256774,1.185913,47.081937,-1.258037,292,,
49.256774,1.185913,47.081937,-1.258037,293,,
49.256774,1.185913,47.081937,-1.258037,320,,
49.256774,1.185913,47.081937,-1.258037,334,,
49.256774,1.185913,47.081937,-1.258037,351,,
49.256774,1.185913,47.081937,-1.258037,357,,
49.256774,1.185913,47.081937,-1.258037,378,,
49.256774,1.185913,47.081937,-1.258037,399,,
49.256774,1.185913,47.081937,-1.258037,407,,
49.256774,1.185913,47.081937,-1.258037,407,,
49.256774,1.185913,47.081937,-1.258037,426,,
49.256774,1.185913,47.081937,-1.258037,441,,
49.256774,1.185913,47.081937,-1.258037,444,,
49.256774,1.185913,47.081937,-1.258037,457,,
49.256774,1.185913,47.081937,-1.258037,477,,
49.256774,1.185913,47.081937,-1.258037,490,,
49.256774,1.185913,47.081937,-1.258037,497,,
49.256774,1.185913,47.081937,-1.258037,559,,
49.256774,1.185913,47.081937,-1.258037,573,,
49.256774,1.185913,47.081937,-1.258037,589,,
49.256774,1.185913,47.081937,-1.258037,599,,
49.256774,1.185913,47.081937,-1.258037,608,,
49.256774,1.185913,47.081937,-1.258037,715,,
49.256774,1.185913,47.081937,-1.258037,761,,
49.256774,1.185913,47.081937,-1.258037,852,,
49.256774,1.185913,47.081937,-1.258037,864,,
49.256774,1.185913,47.081937,-1.258037,914,,
49.256774,1.185913,47.081937,-1.258037,"1,024",,
49.256774,1.185913,47.081937,-1.258037,"1,280",,
49.256774,1.185913,47.081937,-1.258037,"1,294",,
49.256774,1.185913,47.081937,-1.258037,"1,434",,
49.256774,1.185913,47.081937,-1.258037,"1,445",,
49.256774,1.185913,47.081937,-1.258037,"1,733",,
49.256774,1.185913,47.081937,-1.258037,"2,166",,
49.256774,1.185913,47.081937,-1.258037,"2,821",,
49.256774,1.185913,47.081937,-1.258037,"3,023",,
49.256774,1.185913,47.081937,-1.258037,"3,279",,
49.256774,1.185913,47.081937,-1.258037,"3,575",,
49.256774,1.185913,47.081937,-1.258037,"3,774",,
49.256774,1.185913,47.081937,-1.258037,"6,091",,
49.256774,1.185913,47.081937,-1.258037,"6,369",,
49.256774,1.185913,47.081937,-1.258037,"6,761",,
49.256774,1.185913,47.081937,-1.258037,"7,113",,
49.256774,1.185913,47.081937,-1.258037,"8,072",,
49.256774,1.185913,47.081937,-1.258037,"9,633",,
49.256774,1.185913,47.081937,-1.258037,"12,271",,
49.256774,1.185913,47.081937,-1.258037,"17,612",,
49.256774,1.185913,47.081937,-1.258037,"18,469",,
38.066168,23.512874,50.786733,-1.07625,7,,
38.066168,23.512874,50.786733,-1.07625,96,,
38.066168,23.512874,50.786733,-1.07625,"6,143",,
38.066168,23.512874,50.786733,-1.07625,"73,942",,
38.066168,23.512874,50.786733,-1.07625,"87,010",,
38.066168,23.512874,50.786733,-1.07625,"314,254",,
30.098749,31.373572,51.276228,-1.06427,171,,
41.692178,12.59133,43.694981,-1.046033,"7,796",,
40.498606,-3.341905,52.010082,-0.687514,"1,704,399",,
59.542261,30.89711,52.502978,-0.671076,"2,423,081",,
41.692178,12.59133,52.784533,-0.597664,"46,029",,
41.692178,12.59133,52.784533,-0.597664,"197,606",,
49.256774,1.185913,52.784533,-0.597664,1,,
49.256774,1.185913,52.784533,-0.597664,1,,
49.256774,1.185913,52.784533,-0.597664,3,,
49.256774,1.185913,52.784533,-0.597664,4,,
49.256774,1.185913,52.784533,-0.597664,5,,
49.256774,1.185913,52.784533,-0.597664,8,,
49.256774,1.185913,52.784533,-0.597664,14,,
49.256774,1.185913,52.784533,-0.597664,15,,
49.256774,1.185913,52.784533,-0.597664,113,,
49.256774,1.185913,52.784533,-0.597664,"2,158",,
49.256774,1.185913,52.784533,-0.597664,"11,763",,
49.256774,1.185913,52.784533,-0.597664,"14,318",,
49.256774,1.185913,52.784533,-0.597664,"14,732",,
40.498606,-3.341905,38.607092,-0.595904,"163,548",,
40.498606,-3.341905,38.607092,-0.595904,"176,554",,
40.498606,-3.341905,38.607092,-0.595904,"982,242",,
49.256774,1.185913,48.855908,-0.568413,0,,
49.256774,1.185913,48.855908,-0.568413,0,,
49.256774,1.185913,48.855908,-0.568413,0,,
49.256774,1.185913,48.855908,-0.568413,0,,
49.256774,1.185913,48.855908,-0.568413,0,,
49.256774,1.185913,48.855908,-0.568413,0,,
49.256774,1.185913,48.855908,-0.568413,0,,
49.256774,1.185913,48.855908,-0.568413,0,,
49.256774,1.185913,48.855908,-0.568413,0,,
49.256774,1.185913,48.855908,-0.568413,0,,
49.256774,1.185913,48.855908,-0.568413,0,,
49.256774,1.185913,48.855908,-0.568413,0,,
49.256774,1.185913,48.855908,-0.568413,0,,
49.256774,1.185913,48.855908,-0.568413,0,,
49.256774,1.185913,48.855908,-0.568413,0,,
49.256774,1.185913,48.855908,-0.568413,0,,
49.256774,1.185913,48.855908,-0.568413,0,,
49.256774,1.185913,48.855908,-0.568413,0,,
49.256774,1.185913,48.855908,-0.568413,0,,
49.256774,1.185913,48.855908,-0.568413,0,,
49.256774,1.185913,48.855908,-0.568413,0,,
49.256774,1.185913,48.855908,-0.568413,1,,
49.256774,1.185913,48.855908,-0.568413,1,,
49.256774,1.185913,48.855908,-0.568413,1,,
49.256774,1.185913,48.855908,-0.568413,1,,
49.256774,1.185913,48.855908,-0.568413,1,,
49.256774,1.185913,48.855908,-0.568413,1,,
49.256774,1.185913,48.855908,-0.568413,1,,
49.256774,1.185913,48.855908,-0.568413,1,,
49.256774,1.185913,48.855908,-0.568413,1,,
49.256774,1.185913,48.855908,-0.568413,1,,
49.256774,1.185913,48.855908,-0.568413,1,,
49.256774,1.185913,48.855908,-0.568413,1,,
49.256774,1.185913,48.855908,-0.568413,1,,
49.256774,1.185913,48.855908,-0.568413,1,,
49.256774,1.185913,48.855908,-0.568413,1,,
49.256774,1.185913,48.855908,-0.568413,1,,
49.256774,1.185913,48.855908,-0.568413,1,,
49.256774,1.185913,48.855908,-0.568413,1,,
49.256774,1.185913,48.855908,-0.568413,1,,
49.256774,1.185913,48.855908,-0.568413,1,,
49.256774,1.185913,48.855908,-0.568413,1,,
49.256774,1.185913,48.855908,-0.568413,1,,
49.256774,1.185913,48.855908,-0.568413,1,,
49.256774,1.185913,48.855908,-0.568413,1,,
49.256774,1.185913,48.855908,-0.568413,1,,
49.256774,1.185913,48.855908,-0.568413,2,,
49.256774,1.185913,48.855908,-0.568413,2,,
49.256774,1.185913,48.855908,-0.568413,2,,
49.256774,1.185913,48.855908,-0.568413,2,,
49.256774,1.185913,48.855908,-0.568413,2,,
49.256774,1.185913,48.855908,-0.568413,2,,
49.256774,1.185913,48.855908,-0.568413,2,,
49.256774,1.185913,48.855908,-0.568413,2,,
49.256774,1.185913,48.855908,-0.568413,2,,
49.256774,1.185913,48.855908,-0.568413,2,,
49.256774,1.185913,48.855908,-0.568413,2,,
49.256774,1.185913,48.855908,-0.568413,2,,
49.256774,1.185913,48.855908,-0.568413,2,,
49.256774,1.185913,48.855908,-0.568413,2,,
49.256774,1.185913,48.855908,-0.568413,2,,
49.256774,1.185913,48.855908,-0.568413,2,,
49.256774,1.185913,48.855908,-0.568413,2,,
49.256774,1.185913,48.855908,-0.568413,2,,
49.256774,1.185913,48.855908,-0.568413,2,,
49.256774,1.185913,48.855908,-0.568413,3,,
49.256774,1.185913,48.855908,-0.568413,3,,
49.256774,1.185913,48.855908,-0.568413,3,,
49.256774,1.185913,48.855908,-0.568413,3,,
49.256774,1.185913,48.855908,-0.568413,3,,
49.256774,1.185913,48.855908,-0.568413,3,,
49.256774,1.185913,48.855908,-0.568413,3,,
49.256774,1.185913,48.855908,-0.568413,3,,
49.256774,1.185913,48.855908,-0.568413,3,,
49.256774,1.185913,48.855908,-0.568413,3,,
49.256774,1.185913,48.855908,-0.568413,3,,
49.256774,1.185913,48.855908,-0.568413,4,,
49.256774,1.185913,48.855908,-0.568413,4,,
49.256774,1.185913,48.855908,-0.568413,4,,
49.256774,1.185913,48.855908,-0.568413,4,,
49.256774,1.185913,48.855908,-0.568413,4,,
49.256774,1.185913,48.855908,-0.568413,4,,
49.256774,1.185913,48.855908,-0.568413,4,,
49.256774,1.185913,48.855908,-0.568413,4,,
49.256774,1.185913,48.855908,-0.568413,4,,
49.256774,1.185913,48.855908,-0.568413,4,,
49.256774,1.185913,48.855908,-0.568413,4,,
49.256774,1.185913,48.855908,-0.568413,5,,
49.256774,1.185913,48.855908,-0.568413,5,,
49.256774,1.185913,48.855908,-0.568413,5,,
49.256774,1.185913,48.855908,-0.568413,6,,
49.256774,1.185913,48.855908,-0.568413,6,,
49.256774,1.185913,48.855908,-0.568413,6,,
49.256774,1.185913,48.855908,-0.568413,7,,
49.256774,1.185913,48.855908,-0.568413,7,,
49.256774,1.185913,48.855908,-0.568413,7,,
49.256774,1.185913,48.855908,-0.568413,8,,
49.256774,1.185913,48.855908,-0.568413,8,,
49.256774,1.185913,48.855908,-0.568413,8,,
49.256774,1.185913,48.855908,-0.568413,9,,
49.256774,1.185913,48.855908,-0.568413,10,,
49.256774,1.185913,48.855908,-0.568413,10,,
49.256774,1.185913,48.855908,-0.568413,11,,
49.256774,1.185913,48.855908,-0.568413,12,,
49.256774,1.185913,48.855908,-0.568413,12,,
49.256774,1.185913,48.855908,-0.568413,13,,
49.256774,1.185913,48.855908,-0.568413,14,,
49.256774,1.185913,48.855908,-0.568413,14,,
49.256774,1.185913,48.855908,-0.568413,15,,
49.256774,1.185913,48.855908,-0.568413,16,,
49.256774,1.185913,48.855908,-0.568413,19,,
49.256774,1.185913,48.855908,-0.568413,22,,
49.256774,1.185913,48.855908,-0.568413,24,,
49.256774,1.185913,48.855908,-0.568413,28,,
49.256774,1.185913,48.855908,-0.568413,29,,
49.256774,1.185913,48.855908,-0.568413,32,,
49.256774,1.185913,48.855908,-0.568413,35,,
49.256774,1.185913,48.855908,-0.568413,60,,
49.256774,1.185913,48.855908,-0.568413,78,,
40.498606,-3.341905,39.132459,-0.413925,"32,195",,
40.498606,-3.341905,39.132459,-0.413925,"126,398",,
40.498606,-3.341905,39.132459,-0.413925,"758,578",,
41.692178,12.59133,53.745889,-0.270334,46,,
49.256774,1.185913,53.745889,-0.270334,780,,
49.256774,1.185913,53.745889,-0.270334,"2,920",,
-32.962753,27.834764,51.520158,-0.143074,"276,940",,
49.256774,1.185913,47.123431,-0.138496,53,,
49.256774,1.185913,47.123431,-0.138496,64,,
49.256774,1.185913,47.123431,-0.138496,132,,
49.256774,1.185913,47.123431,-0.138496,280,,
49.256774,1.185913,47.123431,-0.138496,305,,
49.256774,1.185913,47.123431,-0.138496,527,,
49.256774,1.185913,47.123431,-0.138496,580,,
49.256774,1.185913,47.123431,-0.138496,763,,
49.256774,1.185913,47.123431,-0.138496,"5,743",,
49.256774,1.185913,47.2364,-0.071847,0,,
49.256774,1.185913,47.2364,-0.071847,0,,
49.256774,1.185913,47.2364,-0.071847,0,,
49.256774,1.185913,47.2364,-0.071847,0,,
49.256774,1.185913,47.2364,-0.071847,0,,
49.256774,1.185913,47.2364,-0.071847,0,,
49.256774,1.185913,47.2364,-0.071847,1,,
49.256774,1.185913,47.2364,-0.071847,1,,
49.256774,1.185913,47.2364,-0.071847,1,,
49.256774,1.185913,47.2364,-0.071847,1,,
49.256774,1.185913,47.2364,-0.071847,1,,
49.256774,1.185913,47.2364,-0.071847,2,,
49.256774,1.185913,47.2364,-0.071847,2,,
49.256774,1.185913,47.2364,-0.071847,2,,
49.256774,1.185913,47.2364,-0.071847,3,,
49.256774,1.185913,47.2364,-0.071847,4,,
49.256774,1.185913,47.2364,-0.071847,7,,
49.256774,1.185913,47.2364,-0.071847,7,,
49.256774,1.185913,47.2364,-0.071847,9,,
49.256774,1.185913,47.2364,-0.071847,10,,
49.256774,1.185913,47.2364,-0.071847,10,,
49.256774,1.185913,47.2364,-0.071847,15,,
49.256774,1.185913,47.2364,-0.071847,17,,
49.256774,1.185913,45.617172,0.145705,0,,
49.256774,1.185913,45.617172,0.145705,0,,
49.256774,1.185913,45.617172,0.145705,0,,
49.256774,1.185913,45.617172,0.145705,0,,
49.256774,1.185913,45.617172,0.145705,0,,
49.256774,1.185913,45.617172,0.145705,0,,
49.256774,1.185913,45.617172,0.145705,0,,
49.256774,1.185913,45.617172,0.145705,0,,
49.256774,1.185913,45.617172,0.145705,0,,
49.256774,1.185913,45.617172,0.145705,0,,
49.256774,1.185913,45.617172,0.145705,0,,
49.256774,1.185913,45.617172,0.145705,0,,
49.256774,1.185913,45.617172,0.145705,0,,
49.256774,1.185913,45.617172,0.145705,0,,
49.256774,1.185913,45.617172,0.145705,0,,
49.256774,1.185913,45.617172,0.145705,0,,
49.256774,1.185913,45.617172,0.145705,0,,
49.256774,1.185913,45.617172,0.145705,0,,
49.256774,1.185913,45.617172,0.145705,0,,
49.256774,1.185913,45.617172,0.145705,0,,
49.256774,1.185913,45.617172,0.145705,0,,
49.256774,1.185913,45.617172,0.145705,0,,
49.256774,1.185913,45.617172,0.145705,0,,
49.256774,1.185913,45.617172,0.145705,0,,
49.256774,1.185913,45.617172,0.145705,0,,
49.256774,1.185913,45.617172,0.145705,0,,
49.256774,1.185913,45.617172,0.145705,0,,
49.256774,1.185913,45.617172,0.145705,0,,
49.256774,1.185913,45.617172,0.145705,0,,
49.256774,1.185913,45.617172,0.145705,0,,
49.256774,1.185913,45.617172,0.145705,0,,
49.256774,1.185913,45.617172,0.145705,0,,
49.256774,1.185913,45.617172,0.145705,0,,
